date,auditeurs
2025-06-11,16414
2025-06-12,16414
2025-06-13,15908
2025-06-14,15908
2025-06-15,15739
2025-06-16,15317
2025-06-17,15317
2025-06-18,15195
2025-06-19,15005
2025-06-20,14799
2025-06-21,14799
2025-06-22,14770
2025-06-23,14770
2025-06-24,14705
2025-06-25,14623
2025-06-26,14491
2025-06-27,14356
2025-06-28,14439
2025-06-29,14439
