date,auditeurs
2025-06-09,2902158
2025-06-09,2902158
2025-06-10,2902794
2025-06-11,2909095
2025-06-12,2908044
2025-06-13,2904841
2025-06-14,2901646
2025-06-15,2904010
2025-06-16,2902223
2025-06-17,2902223
2025-06-18,2899333
2025-06-19,2899490
2025-06-20,2896966
2025-06-21,2896966
2025-06-22,2894480
2025-06-23,2891427
2025-06-24,2885252
2025-06-25,2879420
2025-06-26,2876902
2025-06-27,2862638
2025-06-28,2843961
2025-06-29,2843961
2025-07-01,2830945
