date,auditeurs
2025-06-12,3807
2025-06-12,3807
2025-06-13,3959
2025-06-14,3959
2025-06-15,3951
2025-06-16,3861
2025-06-17,3861
2025-06-18,3797
2025-06-19,3732
2025-06-20,3669
2025-06-21,3669
2025-06-22,3600
2025-06-23,3600
2025-06-24,3622
2025-06-25,3610
2025-06-26,3573
2025-06-27,3550
2025-06-28,3517
2025-06-29,3517
