date,auditeurs
2025-06-11,1577785
2025-06-12,1577785
2025-06-13,1574032
2025-06-14,1571028
2025-06-15,1566599
2025-06-16,1565489
2025-06-17,1565489
2025-06-18,1567400
2025-06-19,1569347
2025-06-20,1574258
2025-06-21,1574258
2025-06-22,1580302
2025-06-23,1583181
2025-06-24,1582345
2025-06-25,1586127
2025-06-26,1589112
2025-06-27,1586171
2025-06-28,1583916
2025-06-29,1583916
2025-07-01,1592718
