date,auditeurs
2025-06-09,4256740
2025-06-09,4256740
2025-06-10,4260112
2025-06-11,4264672
2025-06-12,4261653
2025-06-13,4259114
2025-06-14,4254298
2025-06-15,4248839
2025-06-16,4237675
2025-06-17,4237675
2025-06-18,4234428
2025-06-19,4230727
2025-06-20,4220263
2025-06-21,4220263
2025-06-22,4197615
2025-06-23,4191815
2025-06-24,4176999
2025-06-25,4162753
2025-06-26,4156178
2025-06-27,4132569
2025-06-28,4100782
2025-06-29,4100782
2025-07-01,4088225
